object_id,obj_type,band,t_peak,flux_scale,flux_range,flux_range_robust,amp_abs,amp_pos,amp_neg,flux_std,flux_iqr,baseline_level,baseline_std,flat_fraction,width_20_abs,width_50_abs,width_20_pos,width_50_pos,time_span_all,n_points_all,total_variation,mean_abs_slope,median_abs_slope,max_abs_slope,slope_std,curvature_mean_abs,curvature_std,sign_change_rate,median_crossing_rate,raw_flux_scale,median_flux_err,mean_flux_err,peak_snr,median_snr,mean_snr,noise_to_signal,relative_noise_p95,has_flux_err,n_train,train_time_span,median_train_cadence,mean_train_cadence,max_train_gap,gap_90_train,gap_std_train,n_test,test_time_span,outside_train_frac,test_before_train_frac,test_after_train_frac,nearest_train_distance_mean,nearest_train_distance_median,nearest_train_distance_max,nearest_train_distance_90,distance_peak_to_nearest_train,distance_peak_to_nearest_test,n_train_near_peak,n_test_near_peak,fraction_train_near_peak,fraction_test_near_peak,time_space,rmse,nrmse,nlpd,crps,ncrps,z_std,z_mean,coverage_1sigma,coverage_2sigma,coverage_3sigma,ks_pit,object_flux_scale,z_error,coverage_1sigma_error,coverage_2sigma_error,coverage_3sigma_error
21846282,SNIa,r,60293.109375,42.68775596618655,1.9337143344476475,1.1057228853324024,1.8057404533880468,1.8057404533880468,-0.1279738810596007,0.4409878524595137,0.13478496054355485,-0.010391785317971278,0.07796394217227207,0.6,21.011718577959982,21.011718577959982,21.011718577959982,21.011718577959982,815.7734545038184,20,5.25038001122702,0.02012119971704208,0.003725435300997896,0.08575010066411429,0.031581218683590775,0.004909105856393141,0.008782545969860646,0.3157894736842105,0.3157894736842105,42.68775596618655,3.430716037750244,3.6392901480197906,22.46848965764261,0.8399251342384793,2.5055610735627005,0.08036768295967005,0.13306070132852355,True,16,815.7734545038184,22.980456234930898,54.384896966921225,265.1757890531735,161.90234877612235,75.23692115943919,4,448.78515795028943,0.0,0.0,0.0,14.239260848844424,14.500003892666427,26.929687210926204,25.154296621036337,0.0,21.011718577959982,1,1,0.0625,0.25,raw,0.8387790693331273,0.1081905708118872,2.498870982472115,0.49513496116672756,0.06386536817154954,2.0610887580063215,-1.353510619640776,0.25,0.5,0.75,0.48790050215411096,7.752792716026306,1.0610887580063215,-0.4327,-0.4545,-0.24729999999999996
114421739,AGN,r,59868.25390625,49.85789337158203,1.0814417544030552,0.9929818205621574,1.0245927841363343,1.0245927841363343,-0.05684897026672089,0.35095161826091303,0.34822803153395965,0.1763548195097584,0.1592796121139917,0.11764705882352941,772.8867346569896,139.7539023803547,772.8867346569896,139.7539023803547,815.7734573110938,17,1.7815348538581746,0.005633783467174511,0.0029645830550490693,0.027845776753378074,0.008780127496137187,0.0011587001265890003,0.0026206615641495624,0.0625,0.125,49.85789337158203,4.181862831115723,4.4205399821786315,12.21561773874168,3.3193766401489695,4.254329598737862,0.08387564231703576,0.12466909584243475,True,13,797.7929791659117,27.874991435324773,66.48274826382597,244.16404123604298,178.86875319750982,75.42355684015601,4,430.8594001866877,0.25,0.0,0.25,16.741218119859695,19.496089953929186,26.933607019484043,25.157035442441703,0.0,333.99608981236815,2,0,0.15384615384615385,0.0,raw,0.09877675196832586,0.004070217136430654,-0.9993020038222713,0.05487175772895504,0.0022610580340410576,0.7997904009251173,-0.21911551851792768,0.75,1.0,1.0,0.32161577456463175,24.26817750930786,-0.20020959907488267,0.06730000000000003,0.045499999999999985,0.0027000000000000357
30652072,SNII,r,60502.2421875,18.78753795623779,1.3083759049811643,1.2014122521351525,1.0640961550700798,1.0640961550700798,-0.2442797499110845,0.40031053679274936,0.4622077138159894,-0.05087880428482175,0.15038001089497527,0.21739130434782608,865.8789385338168,34.84374904973811,839.8828359869585,34.84374904973811,865.8789385338168,23,5.83845504052571,0.021760540164851506,0.010550384113243898,0.14243056202779183,0.03685849874072949,0.002904634475684129,0.006402365949726731,0.4090909090909091,0.4090909090909091,18.78753795623779,3.1506500244140625,3.277757038240847,6.345276926206285,1.0292769501463717,1.6949897928065913,0.16769893062906582,0.25949421409308854,True,18,865.8789385338168,34.80473180143599,50.93405520787158,199.2578075979618,122.24139622470398,55.825846434461205,5,654.078107209345,0.0,0.0,0.0,12.95781435854442,9.007814853081072,25.00000194983295,23.390623739008152,0.0,10.937499774277967,4,1,0.2222222222222222,0.2,raw,0.17396533982228476,0.027393595383747877,-0.2578569101176619,0.10188341640566867,0.016043155999821007,0.6472793004774413,-0.17480561873294126,0.8,1.0,1.0,0.33630615473650705,6.350584411621091,-0.3527206995225587,0.11730000000000007,0.045499999999999985,0.0027000000000000357
107732897,TDE,r,60575.17578125,5264.269921874999,1.0175726834474261,1.000667355010957,1.0165500862202597,1.0165500862202597,-0.0010225972271663884,0.334878099496037,0.0007235511534051454,2.8587442272937538e-05,0.0004414271927711002,0.8695652173913043,7.882812336109055,7.882812336109055,7.882812336109055,7.882812336109055,865.8789247258464,23,1.9990425929365312,0.0030958441449368134,3.2581029820588346e-05,0.0393827939995279,0.009193401493056015,0.00028739539467526385,0.0007623437179162619,0.22727272727272727,0.2727272727272727,5264.269921874999,3.287724018096924,6.3361242076624995,1627.6895546927224,0.7661130050920961,31.61842112769283,0.0006245356083348249,0.005051841808131114,True,18,799.8086148865041,24.999965570896165,47.04756558155906,223.16407453126885,100.85548072092936,57.35038191583856,5,839.8827803028762,0.2,0.0,0.2,27.725782176770736,23.906249791616574,66.07030983934237,50.04064367279352,0.0,73.95312217545143,4,0,0.2222222222222222,0.0,raw,0.015913922698762992,0.0026483592171395736,-0.7528704204026087,0.0466829228894197,0.007768867013965123,0.048581567903169094,-0.02808416056088477,1.0,1.0,1.0,0.4993021390448438,6.008974385261536,-0.9514184320968309,0.3173,0.045499999999999985,0.0027000000000000357
121186562,AGN,r,60467.3984375,77.29537391662598,2.1293758720072233,1.7657026691918873,1.1056948325549956,1.023681039452228,-1.1056948325549956,0.5794233558547692,0.8646073290445114,-0.27681396071273173,0.4958326432076639,0.038461538461538464,839.8828100657411,805.0781257452327,748.003915834488,723.0078017331616,865.8788840493653,26,11.161983979187978,0.028325761146115482,0.01808370331480393,0.14767766315803363,0.041728686317790406,0.005095346248598916,0.012312312619890844,0.2,0.32,77.29537391662598,4.0378899574279785,4.093254630382244,21.165781242453267,9.99857429406552,10.398363195782064,0.05223973638814938,0.07560177088795748,True,20,799.8320137702685,24.996114101326384,42.09642177738255,199.25780547499016,104.24844023679321,52.722210752287815,6,501.8476544428195,0.16666666666666666,0.0,0.16666666666666666,24.481124565124144,14.44336854841822,66.04687027909677,55.0293012882903,0.0,34.84375165202073,4,1,0.2,0.16666666666666666,raw,0.49454166222440926,0.010767183190772503,0.41462861813318524,0.24393093218457454,0.005310875166540385,0.778192346804552,0.14153905494597696,0.8333333333333334,1.0,1.0,0.22314466313618664,45.93045864105223,-0.22180765319544804,0.1506333333333334,0.045499999999999985,0.0027000000000000357
10905347,SNII,r,60122.41015625,24.936320114135732,2.045998396305703,1.190880402385122,1.8080467631578716,1.8080467631578716,-0.23795163314783133,0.4709998155539759,0.3287491622853514,-0.004316394655078221,0.11891835752769125,0.4166666666666667,52.746092392691935,20.863281030186045,52.746092392691935,20.863281030186045,820.7812396615482,24,5.068286852136042,0.029620289657833726,0.00955926409307698,0.21218246248645814,0.06028783964398021,0.007966217565038958,0.021702004616377293,0.30434782608695654,0.30434782608695654,24.936320114135732,3.0239624977111816,3.0155398646990457,14.909587305251629,0.9109482479381177,2.7207943209493166,0.12126739165483276,0.164283123392292,True,19,807.7773605572438,20.91991522763783,44.87652003095799,270.1874890027975,97.93594029720853,69.07564981360906,5,748.0351470644746,0.2,0.2,0.0,4.157028792200435,2.0429774321819423,13.00387910430436,9.33670295396878,0.0,41.99218762171222,3,2,0.15789473684210525,0.4,raw,0.11384464118286242,0.01431113981532487,-0.5917758500877561,0.07253639395176695,0.009118378034815126,0.7365409752172524,-0.5821712275718605,0.4,1.0,1.0,0.4500655489396628,7.954966735839837,-0.26345902478274763,-0.28269999999999995,0.045499999999999985,0.0027000000000000357
16775731,SNIa,r,60169.18359375,115.79462471008299,1.1177581466913473,1.034156943518028,1.0626260018323719,1.0626260018323719,-0.05513214485897536,0.34854822472398983,0.04304252844324028,0.0013305842594789111,0.023554354431663673,0.7727272727272727,4.957031082689355,4.957031082689355,4.957031082689355,4.957031082689355,867.7187337648284,22,2.4977545857136896,0.016767029146862476,0.003509031739239715,0.0964886261566954,0.030044120472405945,0.002394551123662936,0.0063342143371395996,0.5714285714285714,0.5714285714285714,115.79462471008299,2.7442439794540405,2.864475288174369,44.837988171093734,0.7791131794750459,8.097822308854845,0.023699234626174157,0.040111944975767824,True,17,867.7187337648284,18.464827203613822,54.23242086030177,299.2109229679045,181.11719902801633,93.29138143320219,5,687.9296674773286,0.0,0.0,0.0,18.3773442114325,8.972663421809557,57.093743960191205,42.60155941310368,0.0,4.957031082689355,4,2,0.23529411764705882,0.4,raw,0.026600183461019142,0.0043334823161353415,-0.8347578521841633,0.04886197977528929,0.007960190409884724,0.2223390836171983,-0.12937337274004684,1.0,1.0,1.0,0.4599843349886872,6.138292837142935,-0.7776609163828017,0.3173,0.045499999999999985,0.0027000000000000357
31971611,SNII,r,60496.35546875,41.62779598236081,1.158314903702959,1.039996636315919,1.0769856425676123,1.0769856425676123,-0.08132926113534661,0.30515615327650164,0.1353743797670176,0.009275112482310909,0.0639786404892556,0.4782608695652174,36.99609259653516,2.070312468742486,36.99609259653516,2.070312468742486,820.7812435792948,23,3.2728186097680627,0.010619926790584227,0.007053934724251889,0.049115197791421615,0.015100308430932508,0.0017017238088328755,0.002625951908849362,0.45454545454545453,0.4090909090909091,41.62779598236081,3.078068971633911,2.9781708821006445,14.565150754545362,0.6895191692826416,2.860081580606255,0.07394263614000125,0.10342934218064952,True,18,820.7812435792948,18.91015924650128,48.281249622311464,325.09766559048876,122.94765814990245,82.26533692877689,5,404.9687336721836,0.0,0.0,0.0,24.749227666223305,7.886721097442205,54.937500489606464,53.77031920048321,0.0,78.81640399277967,3,0,0.16666666666666666,0.0,raw,0.08904506810496628,0.017896486707204895,-0.640065908075323,0.06531484643578046,0.013127131079771516,0.7427184825931291,0.5048127145760972,0.6,1.0,1.0,0.33138474180667776,4.975561380386345,-0.2572815174068709,-0.0827,0.045499999999999985,0.0027000000000000357
50875482,SNIbc,r,59781.41015625,17.72981910705566,2.0700482760996324,1.2532230318483997,1.640676831020118,1.640676831020118,-0.4293714450795143,0.45742283004261003,0.2760575845413744,0.003836700284692708,0.15619215348096685,0.3181818181818182,439.79686075943755,14.847656340090907,62.667969624948455,14.847656340090907,867.7187361682372,22,5.256821127145297,0.03262425302222021,0.013902311317377262,0.13842701970773974,0.048858461035251266,0.006406545732367172,0.012739205299930775,0.38095238095238093,0.5238095238095238,17.72981910705566,3.070812940597534,3.0290899059989234,9.472704456385337,1.0164760700418818,1.6173789844524185,0.17320046651663187,0.2652142310551498,True,17,867.7187361682372,19.457039925713616,54.23242101051483,327.2109535651325,169.15040830913858,94.85411987179494,5,745.0000096160074,0.0,0.0,0.0,24.549230226158397,6.886720544185664,91.90234718271677,61.488284238050994,0.0,62.667969624948455,3,0,0.17647058823529413,0.0,raw,0.31527419427589404,0.061244849181842656,0.6147467947247562,0.19115233946200305,0.037133061993846465,1.6158441205586194,-0.5935365848007315,0.4,0.8,0.8,0.3419083710325545,5.147766685485835,0.6158441205586194,-0.28269999999999995,-0.15449999999999997,-0.19729999999999992
52437992,AGN,r,60175.14453125,44.353466796875,1.094324654060234,1.0253009210410613,1.0198967829624632,0.07442787109777083,-1.0198967829624632,0.3271049913173201,0.4721398268058114,-0.4324230735039781,0.2259180656361612,0.12,807.7773203271499,736.0351387165429,711.0429586330429,0.0,820.781223171798,25,4.836619000103957,0.012650711113765783,0.008295961078257159,0.06583621967737184,0.01919095224758936,0.0027575606656788268,0.005598446975343612,0.20833333333333334,0.25,44.353466796875,2.94405198097229,3.038080220222473,15.365203600931597,7.002410454845842,8.297530443981833,0.06637704318481184,0.09795067903700518,True,20,820.781223171798,13.00390284464811,43.19901174588411,278.3320189474398,90.8843755123524,80.5905871664587,5,773.687481660163,0.0,0.0,0.0,26.917960095155287,17.94919919819222,85.01561142817081,59.354679453044085,0.0,31.871094706359145,6,1,0.3,0.2,raw,0.27350386404496807,0.011015684386081186,0.06734598844462196,0.1396227333880669,0.0056234670376431265,1.1659413041590483,0.9434344408350288,0.4,0.8,1.0,0.467370117669045,24.828585720062254,0.1659413041590483,-0.28269999999999995,-0.15449999999999997,0.0027000000000000357
